MIMAT,name,logFC.merged,adj.P.Val.merged,TestStatistic.meta,adj.P.Val.meta,same_dir,consensus,curated
MIMAT0003329,hsa-miR-411-5p,-0.045831,5.377e-01,-0.687216,7.308e-01, TRUE,FALSE,white
MIMAT0003221,hsa-miR-557, 0.063848,5.386e-01, 0.829233,6.699e-01, TRUE,FALSE,purple
MIMAT0004780,hsa-miR-532-3p,-0.070144,5.386e-01,-0.925691,6.341e-01, TRUE,FALSE,white
MIMAT0004784,hsa-miR-455-3p,-0.189624,5.386e-01,-0.844823,6.637e-01, TRUE,FALSE,white
MIMAT0003888,hsa-miR-766-3p,-0.049183,5.404e-01,-0.893894,6.518e-01, TRUE,FALSE,purple
MIMAT0002174,hsa-miR-484, 0.058066,5.493e-01, 0.669324,7.410e-01, TRUE,FALSE,rejected
MIMAT0001618,hsa-miR-191-3p, 0.034213,5.997e-01,-0.684514,7.308e-01,FALSE,FALSE,white
MIMAT0004571,hsa-miR-200b-5p, 0.121034,5.997e-01, 0.913589,6.376e-01, TRUE,FALSE,white
MIMAT0000076,hsa-miR-21-5p, 0.160109,6.184e-01,-0.025287,9.873e-01,FALSE,FALSE,white
MIMAT0002805,hsa-miR-489-3p, 0.101262,6.217e-01, 1.158641,5.146e-01, TRUE,FALSE,white
MIMAT0000705,hsa-miR-362-5p,-0.092866,6.400e-01,-0.848576,6.637e-01, TRUE,FALSE,white
MIMAT0003258,hsa-miR-590-5p,-0.172416,6.400e-01,-0.621080,7.699e-01, TRUE,FALSE,white
MIMAT0005865,hsa-miR-1202, 0.232625,6.660e-01, 0.054163,9.816e-01, TRUE,FALSE,rejected
MIMAT0000457,hsa-miR-188-5p,-0.076798,6.911e-01, 0.412995,8.323e-01,FALSE,FALSE,white
MIMAT0000231,hsa-miR-199a-5p,-0.139422,6.953e-01,-0.785641,6.820e-01, TRUE,FALSE,white
MIMAT0000255,hsa-miR-34a-5p, 0.094096,6.953e-01,-1.703178,2.897e-01,FALSE,FALSE,white
MIMAT0004682,hsa-miR-361-3p,-0.076489,6.982e-01,-0.862080,6.593e-01, TRUE,FALSE,white
MIMAT0004683,hsa-miR-362-3p,-0.085860,6.982e-01,-0.572116,7.829e-01, TRUE,FALSE,white
MIMAT0005593,hsa-miR-1238-3p,-0.027964,6.982e-01,-2.130812,1.462e-01, TRUE,FALSE,rejected
MIMAT0004982,hsa-miR-939-5p,-0.093725,7.059e-01, 0.870866,6.593e-01,FALSE,FALSE,rejected
MIMAT0000765,hsa-miR-335-5p,-0.107086,7.220e-01,-0.732538,7.024e-01, TRUE,FALSE,white
MIMAT0000094,hsa-miR-95-3p,-0.090904,7.280e-01,-0.436937,8.277e-01, TRUE,FALSE,white
MIMAT0005929,hsa-miR-1275,-0.119832,7.319e-01,-0.522348,7.965e-01, TRUE,FALSE,rejected
MIMAT0000646,hsa-miR-155-5p,-0.135182,7.424e-01,-0.544474,7.882e-01, TRUE,FALSE,white
MIMAT0004774,hsa-miR-501-3p, 0.037058,7.481e-01, 0.481137,7.993e-01, TRUE,FALSE,white
MIMAT0003322,hsa-miR-652-3p, 0.074773,7.521e-01, 0.491059,7.993e-01, TRUE,FALSE,white
MIMAT0000254,hsa-miR-10b-5p,-0.154772,7.548e-01,-0.213250,9.147e-01, TRUE,FALSE,white
MIMAT0000685,hsa-miR-34b-5p,-0.081036,7.548e-01,-0.398458,8.323e-01, TRUE,FALSE,white
MIMAT0003885,hsa-miR-454-3p, 0.104082,7.548e-01, 0.540059,7.882e-01, TRUE,FALSE,white
MIMAT0000100,hsa-miR-29b-3p,-0.125702,7.587e-01, 0.041663,9.816e-01,FALSE,FALSE,white
MIMAT0000271,hsa-miR-214-3p, 0.114989,7.666e-01,-0.345144,8.484e-01,FALSE,FALSE,white
MIMAT0000510,hsa-miR-320a, 0.077325,7.678e-01,-0.290957,8.837e-01,FALSE,FALSE,rejected
MIMAT0004514,hsa-miR-29b-1-5p,-0.048045,7.678e-01,-0.507830,7.965e-01, TRUE,FALSE,white
MIMAT0004589,hsa-miR-30b-3p, 0.038918,7.678e-01, 0.482877,7.993e-01, TRUE,FALSE,white
MIMAT0004614,hsa-miR-193a-5p,-0.074953,7.678e-01,-1.243206,4.842e-01, TRUE,FALSE,white
MIMAT0000075,hsa-miR-20a-5p,-0.110439,7.959e-01,-0.391982,8.323e-01, TRUE,FALSE,white
MIMAT0000083,hsa-miR-26b-5p,-0.154236,7.959e-01, 0.069941,9.816e-01,FALSE,FALSE,white
MIMAT0000420,hsa-miR-30b-5p, 0.082152,7.959e-01, 0.781852,6.820e-01, TRUE,FALSE,white
MIMAT0000762,hsa-miR-324-3p, 0.057055,7.959e-01,-0.166700,9.423e-01,FALSE,FALSE,white
MIMAT0004484,hsa-let-7d-3p, 0.011497,7.959e-01, 1.083801,5.585e-01, TRUE,FALSE,white
MIMAT0004945,hsa-miR-744-5p, 0.036839,7.959e-01, 0.536140,7.882e-01, TRUE,FALSE,white
MIMAT0005793,hsa-miR-320c, 0.065038,7.959e-01,-0.420925,8.323e-01,FALSE,FALSE,rejected
MIMAT0000693,hsa-miR-30e-3p,-0.065031,8.096e-01,-0.153043,9.501e-01, TRUE,FALSE,white
MIMAT0003266,hsa-miR-598-3p,-0.041425,8.137e-01,-0.049019,9.816e-01, TRUE,FALSE,rejected
MIMAT0004761,hsa-miR-483-5p, 0.074219,8.181e-01, 0.593429,7.752e-01, TRUE,FALSE,white
MIMAT0004595,hsa-miR-135a-3p, 0.037809,8.298e-01,-0.047641,9.816e-01,FALSE,FALSE,white
MIMAT0000415,hsa-let-7i-5p, 0.052637,8.490e-01,-1.562445,3.559e-01,FALSE,FALSE,white
MIMAT0002820,hsa-miR-497-5p,-0.058482,8.492e-01,-1.076113,5.585e-01, TRUE,FALSE,white
MIMAT0000069,hsa-miR-16-5p, 0.111346,8.498e-01, 0.389040,8.323e-01, TRUE,FALSE,white
MIMAT0003240,hsa-miR-575,-0.070776,8.546e-01, 0.963845,6.125e-01,FALSE,FALSE,rejected
MIMAT0001413,hsa-miR-20b-5p,-0.074777,8.548e-01,-0.278131,8.874e-01, TRUE,FALSE,white
MIMAT0000232,hsa-miR-199a-3p, 0.097812,8.553e-01, 0.221044,9.147e-01, TRUE,FALSE,white
MIMAT0000244,hsa-miR-30c-5p, 0.053075,8.553e-01, 0.171602,9.420e-01, TRUE,FALSE,white
