miRNA	ID
tca-mir-3832	MI0016294
tca-miR-3832-3p	MIMAT0018695
tca-miR-3832-5p	MIMAT0018694
tca-mir-3833	MI0016295
tca-miR-3833-3p	MIMAT0018697
tca-miR-3833-5p	MIMAT0018696
tca-mir-3834	MI0016297
tca-miR-3834-3p	MIMAT0018701
tca-miR-3834-5p	MIMAT0018700
tca-mir-3835	MI0016298
tca-miR-3835-3p	MIMAT0018703
tca-miR-3835-5p	MIMAT0018702
tca-mir-3836a	MI0016299
tca-miR-3836a-3p	MIMAT0018705
tca-miR-3836a-5p	MIMAT0018704
tca-mir-3836b	MI0016302
tca-miR-3836b-3p	MIMAT0018711
tca-miR-3836b-5p	MIMAT0018710
tca-mir-3837	MI0016301
tca-miR-3837-3p	MIMAT0018709
tca-miR-3837-5p	MIMAT0018708
tca-mir-3838	MI0016307
tca-miR-3838-3p	MIMAT0018721
tca-miR-3838-5p	MIMAT0018720
tca-mir-3839	MI0016308
tca-miR-3839-3p	MIMAT0018723
tca-miR-3839-5p	MIMAT0018722
tca-mir-3840	MI0016309
tca-miR-3840-3p	MIMAT0018725
tca-miR-3840-5p	MIMAT0018724
tca-mir-3841	MI0016310
tca-miR-3841-3p	MIMAT0018727
tca-miR-3841-5p	MIMAT0018726
tca-mir-3842	MI0016311
tca-miR-3842-3p	MIMAT0018729
tca-miR-3842-5p	MIMAT0018728
tca-mir-3843	MI0016313
tca-miR-3843-3p	MIMAT0018733
tca-miR-3843-5p	MIMAT0018732
tca-mir-3844	MI0016314
tca-miR-3844-3p	MIMAT0018735
tca-miR-3844-5p	MIMAT0018734
tca-mir-3845	MI0016316
tca-miR-3845-3p	MIMAT0018739
tca-miR-3845-5p	MIMAT0018738
tca-mir-3846	MI0016317
tca-miR-3846-3p	MIMAT0018741
tca-miR-3846-5p	MIMAT0018740
tca-mir-3847	MI0016318
tca-miR-3847-3p	MIMAT0018743
tca-miR-3847-5p	MIMAT0018742
tca-mir-3848	MI0016319
tca-miR-3848-3p	MIMAT0018745
tca-miR-3848-5p	MIMAT0018744
tca-mir-3849	MI0016323
tca-miR-3849-3p	MIMAT0018753
tca-miR-3849-5p	MIMAT0018752
tca-mir-3850	MI0016324
tca-miR-3850-3p	MIMAT0018755
tca-miR-3850-5p	MIMAT0018754
tca-mir-3851a-1	MI0016326
tca-mir-3851a-2	MI0016330
tca-miR-3851a-3p	MIMAT0018759
tca-miR-3851a-5p	MIMAT0018758
tca-mir-3851b	MI0016325
tca-miR-3851b-3p	MIMAT0018757
tca-miR-3851b-5p	MIMAT0018756
tca-mir-3851c	MI0016334
tca-miR-3851c-3p	MIMAT0018773
tca-miR-3851c-5p	MIMAT0018772
tca-mir-3851d	MI0016337
tca-miR-3851d-3p	MIMAT0018779
tca-miR-3851d-5p	MIMAT0018778
tca-mir-3851e	MI0016338
tca-miR-3851e-3p	MIMAT0018781
tca-miR-3851e-5p	MIMAT0018780
tca-mir-3851f	MI0016340
tca-miR-3851f-3p	MIMAT0018785
tca-miR-3851f-5p	MIMAT0018784
tca-mir-3852	MI0016327
tca-miR-3852-3p	MIMAT0018761
tca-miR-3852-5p	MIMAT0018760
tca-mir-3853	MI0016328
tca-miR-3853-3p	MIMAT0018763
tca-miR-3853-5p	MIMAT0018762
tca-mir-3854	MI0016329
tca-miR-3854-3p	MIMAT0018765
tca-miR-3854-5p	MIMAT0018764
tca-mir-3855	MI0016331
tca-miR-3855-3p	MIMAT0018767
tca-miR-3855-5p	MIMAT0018766
tca-mir-3856	MI0016333
tca-miR-3856-3p	MIMAT0018771
tca-miR-3856-5p	MIMAT0018770
tca-mir-3857	MI0016335
tca-miR-3857-3p	MIMAT0018775
tca-miR-3857-5p	MIMAT0018774
tca-mir-3858	MI0016339
tca-miR-3858-3p	MIMAT0018783
tca-miR-3858-5p	MIMAT0018782
tca-mir-3859	MI0016343
tca-miR-3859-3p	MIMAT0018791
tca-miR-3859-5p	MIMAT0018790
tca-mir-3860	MI0016344
tca-miR-3860-3p	MIMAT0018793
tca-miR-3860-5p	MIMAT0018792
tca-mir-3861	MI0016346
tca-miR-3861-3p	MIMAT0018797
tca-miR-3861-5p	MIMAT0018796
tca-mir-3862	MI0016348
tca-miR-3862-3p	MIMAT0018801
tca-miR-3862-5p	MIMAT0018800
tca-mir-3863	MI0016352
tca-miR-3863-3p	MIMAT0018809
tca-miR-3863-5p	MIMAT0018808
tca-mir-3864	MI0016354
tca-miR-3864-3p	MIMAT0018813
tca-miR-3864-5p	MIMAT0018812
tca-mir-3865	MI0016355
tca-miR-3865-3p	MIMAT0018815
tca-miR-3865-5p	MIMAT0018814
tca-mir-3866	MI0016360
tca-miR-3866-3p	MIMAT0018825
tca-miR-3866-5p	MIMAT0018824
tca-mir-3867	MI0016361
tca-miR-3867-3p	MIMAT0018827
tca-miR-3867-5p	MIMAT0018826
tca-mir-3868	MI0016362
tca-miR-3868-3p	MIMAT0018829
tca-miR-3868-5p	MIMAT0018828
tca-mir-3869	MI0016363
tca-miR-3869-3p	MIMAT0018831
tca-miR-3869-5p	MIMAT0018830
tca-mir-3870	MI0016364
tca-miR-3870-3p	MIMAT0018833
tca-miR-3870-5p	MIMAT0018832
tca-mir-3871	MI0016365
tca-miR-3871-3p	MIMAT0018835
tca-miR-3871-5p	MIMAT0018834
tca-mir-3872	MI0016366
tca-miR-3872-3p	MIMAT0018837
tca-miR-3872-5p	MIMAT0018836
tca-mir-3873	MI0016367
tca-miR-3873-3p	MIMAT0018839
tca-miR-3873-5p	MIMAT0018838
tca-mir-3874	MI0016368
tca-miR-3874-3p	MIMAT0018841
tca-miR-3874-5p	MIMAT0018840
tca-mir-3875	MI0016369
tca-miR-3875-3p	MIMAT0018843
tca-miR-3875-5p	MIMAT0018842
tca-mir-3876	MI0016370
tca-miR-3876-3p	MIMAT0018845
tca-miR-3876-5p	MIMAT0018844
tca-mir-3877	MI0016371
tca-miR-3877-3p	MIMAT0018847
tca-miR-3877-5p	MIMAT0018846
tca-mir-3878	MI0016372
tca-miR-3878-3p	MIMAT0018849
tca-miR-3878-5p	MIMAT0018848
tca-mir-3879	MI0016373
tca-miR-3879-3p	MIMAT0018851
tca-miR-3879-5p	MIMAT0018850
tca-mir-3880	MI0016376
tca-miR-3880-3p	MIMAT0018857
tca-miR-3880-5p	MIMAT0018856
tca-mir-3881	MI0016377
tca-miR-3881-3p	MIMAT0018859
tca-miR-3881-5p	MIMAT0018858
tca-mir-3882	MI0016378
tca-miR-3882-3p	MIMAT0018861
tca-miR-3882-5p	MIMAT0018860
tca-mir-3883	MI0016379
tca-miR-3883-3p	MIMAT0018863
tca-miR-3883-5p	MIMAT0018862
tca-mir-3884	MI0016381
tca-miR-3884-3p	MIMAT0018867
tca-miR-3884-5p	MIMAT0018866
tca-mir-3885	MI0016382
tca-miR-3885-3p	MIMAT0018869
tca-miR-3885-5p	MIMAT0018868
tca-mir-3886	MI0016383
tca-miR-3886-3p	MIMAT0018871
tca-miR-3886-5p	MIMAT0018870
tca-mir-3887	MI0016384
tca-miR-3887-3p	MIMAT0018873
tca-miR-3887-5p	MIMAT0018872
tca-mir-3888	MI0016385
tca-miR-3888-3p	MIMAT0018875
tca-miR-3888-5p	MIMAT0018874
tca-mir-3889	MI0016386
tca-miR-3889-3p	MIMAT0018877
tca-miR-3889-5p	MIMAT0018876
tca-mir-3890	MI0016387
tca-miR-3890-3p	MIMAT0018879
tca-miR-3890-5p	MIMAT0018878
tca-mir-3891	MI0016388
tca-miR-3891-3p	MIMAT0018881
tca-miR-3891-5p	MIMAT0018880
tca-mir-3892	MI0016390
tca-miR-3892-3p	MIMAT0018885
tca-miR-3892-5p	MIMAT0018884
tca-mir-3893	MI0016392
tca-miR-3893-3p	MIMAT0018889
tca-miR-3893-5p	MIMAT0018888
tca-mir-3894	MI0016393
tca-miR-3894-3p	MIMAT0018891
tca-miR-3894-5p	MIMAT0018890
tca-mir-3895	MI0016394
tca-miR-3895-3p	MIMAT0018893
tca-miR-3895-5p	MIMAT0018892
tca-mir-3896	MI0016395
tca-miR-3896-3p	MIMAT0018895
tca-miR-3896-5p	MIMAT0018894
tca-mir-3897	MI0016397
tca-miR-3897-3p	MIMAT0018899
tca-miR-3897-5p	MIMAT0018898
tca-mir-3898	MI0016398
tca-miR-3898-3p	MIMAT0018901
tca-miR-3898-5p	MIMAT0018900
tca-mir-3899	MI0016399
tca-miR-3899-3p	MIMAT0018903
tca-miR-3899-5p	MIMAT0018902
tca-mir-3900	MI0016400
tca-miR-3900-3p	MIMAT0018905
tca-miR-3900-5p	MIMAT0018904
tca-mir-3901	MI0016401
tca-miR-3901-3p	MIMAT0018907
tca-miR-3901-5p	MIMAT0018906
tca-mir-3902	MI0016402
tca-miR-3902-3p	MIMAT0018909
tca-miR-3902-5p	MIMAT0018908
tca-mir-3903	MI0016403
tca-miR-3903-3p	MIMAT0018910
tca-mir-3904	MI0016404
tca-miR-3904-3p	MIMAT0018912
tca-miR-3904-5p	MIMAT0018911
tca-mir-3905	MI0016405
tca-miR-3905-5p	MIMAT0018913
tca-mir-6007	MI0020218
tca-miR-6007-3p	MIMAT0023556
tca-miR-6007-5p	MIMAT0023555
tca-mir-6008	MI0020219
tca-miR-6008-3p	MIMAT0023558
tca-miR-6008-5p	MIMAT0023557
tca-mir-6009	MI0020220
tca-miR-6009-3p	MIMAT0023560
tca-miR-6009-5p	MIMAT0023559
tca-mir-6010	MI0020221
tca-miR-6010-3p	MIMAT0023562
tca-miR-6010-5p	MIMAT0023561
tca-mir-6011	MI0020222
tca-miR-6011-3p	MIMAT0023564
tca-miR-6011-5p	MIMAT0023563
tca-mir-6012	MI0020223
tca-miR-6012-3p	MIMAT0023566
tca-miR-6012-5p	MIMAT0023565
tca-mir-6013	MI0020224
tca-miR-6013-3p	MIMAT0023568
tca-miR-6013-5p	MIMAT0023567
tca-mir-6014	MI0020225
tca-miR-6014-3p	MIMAT0023570
tca-miR-6014-5p	MIMAT0023569
tca-mir-6015	MI0020226
tca-miR-6015-3p	MIMAT0023572
tca-miR-6015-5p	MIMAT0023571
tca-mir-6016	MI0020227
tca-miR-6016-3p	MIMAT0023574
tca-miR-6016-5p	MIMAT0023573
tca-mir-6017	MI0020228
tca-miR-6017-3p	MIMAT0023576
tca-miR-6017-5p	MIMAT0023575
tca-mir-6018	MI0020229
tca-miR-6018-3p	MIMAT0023578
tca-miR-6018-5p	MIMAT0023577
tca-mir-7	MI0008897
tca-miR-7	MIMAT0008355
tca-mir-71	MI0008907
tca-miR-71	MIMAT0008365
tca-miR-71-3p	MIMAT0019109
tca-miR-71-5p	MIMAT0008365
tca-miR-7-3p	MIMAT0019099
tca-mir-750	MI0016358
tca-miR-750-3p	MIMAT0018821
tca-miR-750-5p	MIMAT0018820
tca-miR-7-5p	MIMAT0008355
tca-mir-8	MI0008898
tca-miR-8	MIMAT0008356
tca-miR-8-3p	MIMAT0008356
tca-miR-8-5p	MIMAT0019100
tca-mir-87	MI0008908
tca-miR-87	MIMAT0008366
tca-mir-87a	MI0008908
tca-miR-87a-3p	MIMAT0008366
tca-miR-87a-5p	MIMAT0019110
tca-mir-87b	MI0016332
tca-miR-87b-3p	MIMAT0018769
tca-miR-87b-5p	MIMAT0018768
tca-mir-927	MI0008931
tca-miR-927	MIMAT0008391
tca-miR-927-3p	MIMAT0019131
tca-miR-927-5p	MIMAT0008391
tca-mir-927a	MI0008931
tca-miR-927a-3p	MIMAT0019131
tca-miR-927a-5p	MIMAT0008391
tca-mir-927b	MI0020230
tca-miR-927b-3p	MIMAT0023580
tca-miR-927b-5p	MIMAT0023579
tca-mir-929	MI0008934
tca-miR-929	MIMAT0008395
tca-miR-929-3p	MIMAT0019133
tca-miR-929-5p	MIMAT0008395
tca-mir-92a	MI0008909
tca-miR-92a	MIMAT0008367
tca-miR-92a-3p	MIMAT0008367
tca-miR-92a-5p	MIMAT0019111
tca-mir-92b	MI0008910
tca-miR-92b	MIMAT0008368
tca-miR-92b-3p	MIMAT0008368
tca-miR-92b-5p	MIMAT0019112
tca-mir-92c	MI0016341
tca-miR-92c-3p	MIMAT0018787
tca-miR-92c-5p	MIMAT0018786
tca-mir-932	MI0008932
tca-miR-932	MIMAT0008392
tca-miR-932-3p	MIMAT0019132
tca-miR-932-5p	MIMAT0008392
tca-mir-965	MI0010589
tca-miR-965	MIMAT0010095
tca-miR-965-3p	MIMAT0010095
tca-miR-965-5p	MIMAT0019183
tca-mir-970	MI0010585
tca-miR-970	MIMAT0010092
tca-miR-970-3p	MIMAT0010092
tca-miR-970-5p	MIMAT0019179
tca-mir-980	MI0016380
tca-miR-980-3p	MIMAT0018865
tca-miR-980-5p	MIMAT0018864
tca-mir-981	MI0010592
tca-miR-981	MIMAT0010098
tca-mir-989	MI0016359
tca-miR-989-3p	MIMAT0018823
tca-miR-989-5p	MIMAT0018822
tca-mir-993	MI0010588
tca-miR-993	MIMAT0010094
tca-miR-993-3p	MIMAT0010094
tca-miR-993-5p	MIMAT0019182
tca-mir-995	MI0016260
tca-miR-995-3p	MIMAT0018629
tca-miR-995-5p	MIMAT0018628
tca-mir-998	MI0016374
tca-miR-998-3p	MIMAT0018853
tca-miR-998-5p	MIMAT0018852
tca-mir-9a	MI0008936_MI0010583
tca-miR-9a	MIMAT0008397_MIMAT0010090
tca-miR-9a-3p	MIMAT0019177
tca-miR-9a-5p	MIMAT0010090
tca-mir-9b	MI0008935
tca-miR-9b	MIMAT0008396
tca-miR-9b-3p	MIMAT0019135
tca-miR-9b-5p	MIMAT0019134
tca-mir-9c	MI0016304
tca-miR-9c-3p	MIMAT0018715
tca-miR-9c-5p	MIMAT0018714
tca-mir-9d	MI0016321
tca-miR-9d-3p	MIMAT0018749
tca-miR-9d-5p	MIMAT0018748
tca-mir-9e	MI0020231
tca-miR-9e-3p	MIMAT0023582
tca-miR-9e-5p	MIMAT0023581
tca-miR-iab-3p	MIMAT0018699
tca-mir-iab-4	MI0008933
tca-miR-iab-4-3p	MIMAT0008394
tca-miR-iab-4-5p	MIMAT0008393
tca-miR-iab-5p	MIMAT0018698
tca-mir-iab-8	MI0016296
tca-miR-iab-8-3p	MIMAT0018699
tca-miR-iab-8-5p	MIMAT0018698
tcc-miR156a	MIMAT0020369
tcc-MIR156a	MI0017453
tcc-miR156b	MIMAT0020370
tcc-MIR156b	MI0017454
tcc-miR156c	MIMAT0020371
tcc-MIR156c	MI0017455
tcc-miR156d	MIMAT0020372
tcc-MIR156d	MI0017456
tcc-miR156e	MIMAT0020373
tcc-MIR156e	MI0017457
tcc-miR156f	MIMAT0020374
tcc-MIR156f	MI0017458
tcc-miR156g	MIMAT0020375
tcc-MIR156g	MI0017459
tcc-miR160a	MIMAT0020376
tcc-MIR160a	MI0017460
tcc-miR160b	MIMAT0020377
tcc-MIR160b	MI0017461
tcc-miR160c	MIMAT0020378
tcc-MIR160c	MI0017462
tcc-miR162	MIMAT0020379
tcc-MIR162	MI0017463
tcc-miR164a	MIMAT0020380
tcc-MIR164a	MI0017464
tcc-miR164b	MIMAT0020381
tcc-MIR164b	MI0017465
tcc-miR164c	MIMAT0020382
tcc-MIR164c	MI0017466
tcc-miR166a	MIMAT0020383
tcc-MIR166a	MI0017467
tcc-miR166b	MIMAT0020384
tcc-MIR166b	MI0017468
tcc-miR166c	MIMAT0020385
tcc-MIR166c	MI0017469
tcc-miR166d	MIMAT0020386
tcc-MIR166d	MI0017470
tcc-miR167a	MIMAT0020387
tcc-MIR167a	MI0017471
tcc-miR167b	MIMAT0020388
tcc-MIR167b	MI0017472
tcc-miR167c	MIMAT0020389
tcc-MIR167c	MI0017473
tcc-miR168	MIMAT0020390
tcc-MIR168	MI0017474
tcc-miR169a	MIMAT0020391
tcc-MIR169a	MI0017475
tcc-miR169b	MIMAT0020392
tcc-MIR169b	MI0017476
tcc-miR169c	MIMAT0020393
tcc-MIR169c	MI0017477
tcc-miR169d	MIMAT0020394
tcc-MIR169d	MI0017478
tcc-miR169e	MIMAT0020395
tcc-MIR169e	MI0017479
tcc-miR169f	MIMAT0020396
tcc-MIR169f	MI0017480
tcc-miR169g	MIMAT0020397
tcc-MIR169g	MI0017481
tcc-miR169h	MIMAT0020398
tcc-MIR169h	MI0017482
tcc-miR169i	MIMAT0020399
tcc-MIR169i	MI0017483
tcc-miR169j	MIMAT0020400
tcc-MIR169j	MI0017484
tcc-miR169k	MIMAT0020401
tcc-MIR169k	MI0017485
tcc-miR169l	MIMAT0020402
tcc-MIR169l	MI0017486
tcc-miR169m	MIMAT0020403
tcc-MIR169m	MI0017487
tcc-miR169n	MIMAT0020404
tcc-MIR169n	MI0017488
tcc-miR171a	MIMAT0020405
tcc-MIR171a	MI0017489
tcc-miR171b	MIMAT0020406
tcc-MIR171b	MI0017490
tcc-miR171c	MIMAT0020407
tcc-MIR171c	MI0017491
tcc-miR171d	MIMAT0020408
tcc-MIR171d	MI0017492
tcc-miR171e	MIMAT0020409
tcc-MIR171e	MI0017493
tcc-miR171f	MIMAT0020410
tcc-MIR171f	MI0017494
tcc-miR171g	MIMAT0020411
tcc-MIR171g	MI0017495
tcc-miR171h	MIMAT0020412
tcc-MIR171h	MI0017496
tcc-miR172a	MIMAT0020413
tcc-MIR172a	MI0017497
tcc-miR172b	MIMAT0020414
tcc-MIR172b	MI0017498
tcc-miR172c	MIMAT0020415
tcc-MIR172c	MI0017499
tcc-miR172d	MIMAT0020416
tcc-MIR172d	MI0017500
tcc-miR172e	MIMAT0020417
tcc-MIR172e	MI0017501
tcc-miR2111	MIMAT0020450
tcc-MIR2111	MI0017534
tcc-miR319	MIMAT0020418
tcc-MIR319	MI0017502
tcc-miR390a	MIMAT0020419
tcc-MIR390a	MI0017503
tcc-miR390b	MIMAT0020420
tcc-MIR390b	MI0017504
tcc-miR393a	MIMAT0020421
tcc-MIR393a	MI0017505
tcc-miR393b	MIMAT0020422
tcc-MIR393b	MI0017506
tcc-miR394a	MIMAT0020423
tcc-MIR394a	MI0017507
tcc-miR394b	MIMAT0020424
tcc-MIR394b	MI0017508
tcc-miR395a	MIMAT0020425
tcc-MIR395a	MI0017509
tcc-miR395b	MIMAT0020426
tcc-MIR395b	MI0017510
tcc-miR396a	MIMAT0020427
tcc-MIR396a	MI0017511
tcc-miR396b	MIMAT0020428
tcc-MIR396b	MI0017512
tcc-miR396c	MIMAT0020429
tcc-MIR396c	MI0017513
tcc-miR396d	MIMAT0020430
tcc-MIR396d	MI0017514
tcc-miR396e	MIMAT0020431
tcc-MIR396e	MI0017515
tcc-miR397	MIMAT0020432
tcc-MIR397	MI0017516
tcc-miR398a	MIMAT0020433
tcc-MIR398a	MI0017517
tcc-miR398b	MIMAT0020434
tcc-MIR398b	MI0017518
tcc-miR399a	MIMAT0020435
tcc-MIR399a	MI0017519
tcc-miR399b	MIMAT0020436
tcc-MIR399b	MI0017520
tcc-miR399c	MIMAT0020437
tcc-MIR399c	MI0017521
tcc-miR399d	MIMAT0020438
tcc-MIR399d	MI0017522
tcc-miR399e	MIMAT0020439
tcc-MIR399e	MI0017523
tcc-miR399f	MIMAT0020440
tcc-MIR399f	MI0017524
tcc-miR399g	MIMAT0020441
tcc-MIR399g	MI0017525
tcc-miR399h	MIMAT0020442
tcc-MIR399h	MI0017526
tcc-miR399i	MIMAT0020443
tcc-MIR399i	MI0017527
tcc-miR403a	MIMAT0020444
tcc-MIR403a	MI0017528
tcc-miR403b	MIMAT0020445
tcc-MIR403b	MI0017529
tcc-miR530a	MIMAT0020446
tcc-MIR530a	MI0017530
tcc-miR530b	MIMAT0020447
tcc-MIR530b	MI0017531
tcc-miR535	MIMAT0020448
tcc-MIR535	MI0017532
tcc-miR827	MIMAT0020449
tcc-MIR827	MI0017533
tgu-let-7a	MIMAT0014519
tgu-let-7a*	MIMAT0014634
tgu-let-7a-1	MI0013722
tgu-let-7a-1-3p	MIMAT0031085
tgu-let-7a-2	MI0013724
tgu-let-7a-2-3p	MIMAT0014634
tgu-let-7a-3	MI0013723
tgu-let-7a-3p	MIMAT0014634
tgu-let-7a-4	MI0013725
tgu-let-7a-4-3p	MIMAT0031086
tgu-let-7a-5p	MIMAT0014519
tgu-let-7b	MI0013703_MIMAT0014509
tgu-let-7b-3p	MIMAT0026975
tgu-let-7b-5p	MIMAT0014509
tgu-let-7c	MIMAT0014520
tgu-let-7c-1	MI0013726
tgu-let-7c-2	MI0013727
tgu-let-7c-3p	MIMAT0026983
tgu-let-7c-5p	MIMAT0014520
tgu-let-7d	MI0013750_MIMAT0014536
tgu-let-7d-3p	MIMAT0026992
tgu-let-7d-5p	MIMAT0014536
tgu-let-7e	MI0013721_MIMAT0014518
tgu-let-7e-3p	MIMAT0026982
tgu-let-7e-5p	MIMAT0014518
tgu-let-7f	MI0013743_MIMAT0014530
tgu-let-7f-3p	MIMAT0026988
tgu-let-7f-5p	MIMAT0014530
tgu-let-7g	MIMAT0014528
tgu-let-7g-1	MI0013740
tgu-let-7g-2	MI0013741
tgu-let-7g-3p	MIMAT0026986
tgu-let-7g-5p	MIMAT0014528
tgu-let-7i	MI0013694_MIMAT0014504
tgu-let-7i-3p	MIMAT0026974
tgu-let-7i-5p	MIMAT0014504
tgu-miR-1	MIMAT0014562
tgu-miR-100	MIMAT0014511
tgu-miR-100*	MIMAT0014633
tgu-mir-100-1	MI0013708
tgu-mir-100-2	MI0013709
tgu-miR-100-3p	MIMAT0014633
tgu-miR-100-5p	MIMAT0014511
tgu-miR-101	MIMAT0014508
tgu-miR-101*	MIMAT0014631
tgu-mir-101-1	MI0013701
tgu-miR-101-1-5p	MIMAT0031101
tgu-mir-101-2	MI0013702
tgu-miR-101-2-5p	MIMAT0014631
tgu-miR-101-3p	MIMAT0014508
tgu-miR-101-5p	MIMAT0014631
tgu-miR-103	MIMAT0014523
tgu-mir-103-1	MI0013731
tgu-mir-103-2	MI0013732
tgu-mir-103-3	MI0013733
tgu-miR-103-3p	MIMAT0014523
tgu-miR-103-5p	MIMAT0026985
tgu-mir-106	MI0013818
tgu-miR-106	MIMAT0014590
tgu-miR-106-3p	MIMAT0027016
tgu-miR-106-5p	MIMAT0014590
tgu-mir-107	MI0013773
tgu-miR-107	MIMAT0014556
tgu-mir-10a	MI0016248
tgu-miR-10a	MIMAT0018618
tgu-miR-10a-3p	MIMAT0027035
tgu-miR-10a-5p	MIMAT0018618
tgu-mir-1-1	MI0013781
tgu-miR-1-1-5p	MIMAT0031087
tgu-mir-1-2	MI0013780
tgu-mir-122	MI0013742
tgu-miR-122	MIMAT0014529
tgu-miR-122-3p	MIMAT0026987
tgu-miR-122-5p	MIMAT0014529
tgu-miR-124	MIMAT0014507
tgu-miR-124*	MIMAT0014630
tgu-mir-124-1	MI0013698
tgu-mir-124-2	MI0013699
tgu-mir-124-3	MI0013700
tgu-miR-124-3p	MIMAT0014507
tgu-miR-124-5p	MIMAT0014630
tgu-miR-125	MIMAT0014505
tgu-mir-125-1	MI0013695
tgu-miR-125-1*	MIMAT0014628
tgu-miR-125-1-3p	MIMAT0014628
tgu-mir-125-2	MI0013696
tgu-miR-125-2*	MIMAT0014685
tgu-miR-125-2-3p	MIMAT0014685
tgu-miR-125-5p	MIMAT0014505
tgu-miR-1-2-5p	MIMAT0027002
tgu-mir-126	MI0013758
tgu-miR-126	MIMAT0014544
tgu-miR-126*	MIMAT0014639
tgu-miR-126-3p	MIMAT0014544
tgu-miR-126-5p	MIMAT0014639
tgu-miR-128	MIMAT0014513
tgu-miR-128*	MIMAT0014540
tgu-mir-128-1	MI0013712
tgu-miR-128-1-5p	MIMAT0031084
tgu-mir-128-2	MI0013711
tgu-miR-128-2-5p	MIMAT0026977
tgu-miR-128-3p	MIMAT0014513
tgu-miR-128-5p	MIMAT0014540
tgu-mir-129	MI0013688
tgu-miR-129	MIMAT0014499
tgu-miR-129*	MIMAT0014625
tgu-miR-129-3p	MIMAT0014499
tgu-miR-129-5p	MIMAT0014625
tgu-mir-130a	MI0013799
tgu-miR-130a	MIMAT0014573
tgu-miR-130a-3p	MIMAT0014573
tgu-miR-130a-5p	MIMAT0027006
tgu-mir-130b	MI0013805
tgu-miR-130b	MIMAT0014578
tgu-miR-130b*	MIMAT0014646
tgu-miR-130b-3p	MIMAT0014578
tgu-miR-130b-5p	MIMAT0014646
tgu-mir-130c	MI0013808
tgu-miR-130c	MIMAT0014581
tgu-miR-130c-3p	MIMAT0014581
tgu-miR-130c-5p	MIMAT0027012
tgu-mir-132	MI0016249
tgu-miR-132	MIMAT0018619
tgu-mir-1329	MI0013635
tgu-miR-1329	MIMAT0014449
tgu-miR-1329-3p	MIMAT0026956
tgu-miR-1329-5p	MIMAT0014449
tgu-miR-133	MIMAT0014571
tgu-mir-133-1	MI0013795
tgu-mir-133-2	MI0013796
tgu-mir-133-3	MI0013797
tgu-miR-133-3p	MIMAT0014571
tgu-miR-133-5p	MIMAT0027005
tgu-miR-135a	MIMAT0014559
tgu-miR-135a*	MIMAT0014643
tgu-mir-135a-1	MI0013777
tgu-miR-135a-1-3p	MIMAT0014643
tgu-mir-135a-2	MI0013848
tgu-miR-135a-2-3p	MIMAT0031089
tgu-miR-135a-3p	MIMAT0014643
tgu-miR-135a-5p	MIMAT0014559
tgu-mir-135b	MI0013778
tgu-miR-135b	MIMAT0014560
tgu-mir-137	MI0013757
tgu-miR-137	MIMAT0014543
tgu-miR-137-3p	MIMAT0014543
tgu-miR-137-5p	MIMAT0026995
tgu-miR-138	MIMAT0014515
tgu-mir-138-1	MI0013715
tgu-miR-138-1-3p	MIMAT0026979
tgu-mir-138-2	MI0013716
tgu-miR-138-2-3p	MIMAT0031021
tgu-miR-138-5p	MIMAT0014515
tgu-mir-1388	MI0013822
tgu-miR-1388	MIMAT0014594
tgu-miR-1388-3p	MIMAT0014594
tgu-miR-1388-5p	MIMAT0027019
tgu-mir-139	MI0013689
tgu-miR-139	MIMAT0014500
tgu-miR-139*	MIMAT0014626
tgu-miR-139-3p	MIMAT0014626
tgu-miR-139-5p	MIMAT0014500
tgu-mir-1397	MI0022174
tgu-miR-1397	MIMAT0025397
tgu-miR-1397-3p	MIMAT0027341
tgu-miR-1397-5p	MIMAT0025397
tgu-miR-1-3p	MIMAT0014562
tgu-mir-140	MI0013774
tgu-miR-140	MIMAT0014557
tgu-miR-140*	MIMAT0014642
tgu-miR-140-3p	MIMAT0014642
tgu-miR-140-5p	MIMAT0014557
tgu-mir-142	MI0013771
tgu-miR-142	MIMAT0014554
tgu-miR-142-3p	MIMAT0026999
tgu-miR-142-5p	MIMAT0014554
tgu-mir-144	MI0013824
tgu-miR-144	MIMAT0014596
tgu-miR-144*	MIMAT0014650
tgu-miR-144-3p	MIMAT0014596
tgu-miR-144-5p	MIMAT0014650
tgu-mir-1451	MI0013637
tgu-miR-1451	MIMAT0014451
tgu-miR-1451-3p	MIMAT0026958
tgu-miR-1451-5p	MIMAT0014451
tgu-mir-1460	MI0022175
tgu-miR-1460	MIMAT0025398
tgu-mir-1467	MI0022176
tgu-miR-1467	MIMAT0025399
tgu-miR-1467-3p	MIMAT0027342
tgu-miR-1467-5p	MIMAT0025399
tgu-mir-146a	MI0013652
tgu-miR-146a	MIMAT0014465
tgu-miR-146a*	MIMAT0014622
tgu-miR-146a-3p	MIMAT0014465
tgu-miR-146a-5p	MIMAT0014622
tgu-mir-146b	MI0013832
tgu-miR-146b	MIMAT0014602
tgu-miR-146b*	MIMAT0014652
tgu-miR-146b-3p	MIMAT0014652
tgu-miR-146b-5p	MIMAT0014602
tgu-mir-146c	MI0013839
tgu-miR-146c	MIMAT0014609
tgu-mir-147	MI0013836
tgu-miR-147	MIMAT0014606
tgu-mir-148	MI0013693
tgu-miR-148	MIMAT0014503
tgu-miR-148-3p	MIMAT0014503
