	logFC	AveExpr	t	P.Value	adj.P.Val	B
MIMAT0000098	0.075620812068359	10.22923619135	0.227540311987598	0.820038047998292	0.998689077135471	-7.04878813312013
MIMAT0003266	0.0302220346050301	6.62760948201266	0.218039141932601	0.82743153499123	0.998689077135471	-7.05089151107737
MIMAT0003888	0.0159441820554846	6.94091125956451	0.21525901465094	0.829597865383894	0.998689077135471	-7.05149001564758
MIMAT0000433	-0.067000103249649	8.53235433474395	-0.206901236217611	0.83611816274891	0.998689077135471	-7.05324302772802
MIMAT0000765	-0.049206000508299	7.28181185340272	-0.204864427502892	0.837708901417259	0.998689077135471	-7.05365972225487
MIMAT0004767	-0.0193923180632183	6.81313576188407	-0.199971483637525	0.841532972019199	0.998689077135471	-7.05464388550083
MIMAT0004955	-0.0343913833813501	7.5437558917133	-0.190058027795047	0.849292205310034	0.998689077135471	-7.05656494745274
MIMAT0005796	-0.0188047080284921	6.80068682718745	-0.189082294174173	0.850056712736858	0.998689077135471	-7.05674874967381
MIMAT0003885	-0.0489322486502246	7.53243516632141	-0.188548744625716	0.850474819562014	0.998689077135471	-7.0568488561198
MIMAT0005593	0.0107554033136745	6.54629485190475	0.185334971437858	0.852994123339765	0.998689077135471	-7.05744585237075
MIMAT0000736	0.0343632105942495	7.31038212491487	0.185327147069478	0.853000258770977	0.998689077135471	-7.0574472933161
MIMAT0003330	-0.00712690417961337	6.31917731935217	-0.183889233012198	0.854127941180115	0.998689077135471	-7.05771106854035
MIMAT0000089	-0.0425436973760842	7.15011126720859	-0.178006814270774	0.858744304623644	0.998689077135471	-7.0587687632161
MIMAT0004557	-0.0156303902744357	6.62635658696578	-0.175799779641562	0.860477582728985	0.998689077135471	-7.05915673137409
MIMAT0000646	0.0535661410109673	8.97437243616111	0.169514321081411	0.865417481046767	0.998689077135471	-7.06023511372286
MIMAT0000069	-0.071542889072461	13.0234039856985	-0.16676550075958	0.867579514844236	0.998689077135471	-7.06069438485962
MIMAT0000072	0.0326316473946733	7.44513633924735	0.164855538810217	0.869082345170721	0.998689077135471	-7.06100907927424
MIMAT0003338	0.0396584224844823	8.71398666219147	0.163432389138214	0.870202441394917	0.998689077135471	-7.06124120747816
MIMAT0000094	-0.0328061559688164	7.06586731570795	-0.159230153428133	0.873511342769222	0.998689077135471	-7.06191488441097
MIMAT0000423	-0.0508290164038829	13.0826392032699	-0.156973595855173	0.87528910722647	0.998689077135471	-7.06226940093688
MIMAT0000680	0.0288108957846189	12.0177490195804	0.150831058839159	0.880131496893625	0.998689077135471	-7.06320879202963
MIMAT0000097	0.0597806782188322	10.8726950247288	0.147325154653351	0.882897356079731	0.998689077135471	-7.06372815126049
